Name,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996
ELLIESE ,:,:,:,:,:,:,:,3,:,:,:,4,:,:,3,:,:,:,3,:
ELLIESHA ,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,6,:,:,:,:
ELLIE-SUE ,:,:,:,3,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:
ELLIETTE ,:,:,5,3,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ELLI-MAE ,:,:,:,:,:,:,4,:,4,3,5,:,7,:,:,:,:,:,:,:
ELLI-MAI ,:,3,4,:,4,:,3,:,:,3,:,:,:,:,:,:,:,:,:,:
ELLIN ,:,:,:,:,:,5,:,:,:,5,:,3,:,:,:,:,:,:,:,:
ELLINA ,:,3,:,:,:,3,4,:,:,:,5,4,3,:,:,3,:,:,:,:
ELLINOR ,:,:,:,3,7,5,3,5,:,4,5,6,4,4,4,3,3,:,7,6
ELLIOT ,7,12,:,13,11,9,10,8,13,4,8,5,5,:,:,:,:,:,:,:
ELLIOTT ,5,8,6,8,7,3,4,5,6,:,:,3,:,:,:,:,:,:,:,:
ELLIOTTE ,3,7,3,3,:,:,3,4,:,3,:,:,:,:,:,:,:,:,:,:
ELLIS ,25,27,26,25,19,23,31,34,38,37,43,48,77,97,68,83,112,160,137,120
ELLISA ,5,6,3,3,11,7,7,8,6,5,6,5,5,3,5,4,3,4,3,4
ELLISE ,8,13,12,25,18,18,27,24,22,45,48,36,39,48,40,46,34,35,36,23
ELLISHA ,:,:,5,4,:,7,6,17,14,18,17,20,26,21,27,28,24,40,26,28
ELLISHIA ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,4,:,:
ELLISIA ,3,4,5,11,9,7,10,9,7,6,12,5,5,4,4,10,4,:,:,5
ELLISON ,4,4,:,4,4,:,:,:,3,5,:,3,:,14,:,:,:,:,3,:
ELLISS ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,4,4,:,:,:
ELLISSA ,6,4,4,13,10,12,12,9,10,6,5,7,5,5,4,3,3,3,:,:
ELLISSE ,:,:,:,:,:,:,:,:,:,:,3,:,:,:,5,:,:,4,3,:
ELLISSIA ,4,4,5,5,6,3,7,7,3,6,4,4,5,:,5,4,:,:,:,:
ELLIVIA ,:,:,4,:,:,:,:,:,3,:,3,:,:,:,:,:,:,:,:,:
ELLIW ,5,4,12,10,13,6,11,7,4,9,10,5,7,6,17,6,:,11,6,3
ELLIYA ,:,:,:,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ELLIYAH ,:,:,4,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:
ELLIZA ,:,4,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ELLOISE ,:,6,6,9,9,3,9,13,17,12,15,15,13,11,12,8,10,16,12,5
ELLORA ,14,13,7,4,5,9,4,5,3,4,3,4,7,8,5,10,4,3,3,3
ELLOUISA ,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ELLOUISE ,18,14,17,27,33,25,28,24,17,29,25,37,26,30,19,29,16,17,15,11
ELLSA ,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ELLSEY ,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ELLSIE ,3,4,4,7,10,5,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ELLY ,11,23,15,16,10,17,17,17,22,22,34,38,47,59,32,33,37,35,21,28
ELLYANA ,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ELLYCE ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3
ELLYCIA ,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:
ELLY-MAE ,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:
ELLY-MAY ,:,:,3,:,:,:,:,3,:,4,:,:,:,:,:,:,:,:,:,6
ELLYN ,:,9,:,:,:,4,4,:,5,3,3,5,4,7,5,3,4,6,8,3
ELLYS ,3,:,:,:,:,:,:,:,3,:,:,3,7,3,3,:,4,7,:,8
ELLYSE ,3,:,7,:,3,:,5,6,4,4,6,11,3,9,8,10,10,15,10,6
ELLYSHA ,:,:,:,:,:,:,:,:,:,:,:,3,3,:,5,3,3,:,:,:
ELLYSIA ,3,:,:,:,4,:,5,3,5,3,3,3,5,4,4,4,6,:,5,:
ELLYSSA ,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:
ELLYSSE ,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,3,3,:,:
ELMA ,6,11,6,8,7,5,8,6,5,5,:,5,:,:,:,4,3,:,:,:
ELMAS ,3,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:
ELMEDINA ,:,:,:,:,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ELMIRA ,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ELNA ,4,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ELNAZ ,9,4,4,:,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ELOAH ,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ELODIE ,336,316,274,211,187,159,139,111,84,75,68,36,48,39,38,43,22,11,7,13
ELODIE-MAE ,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ELODIE-ROSE ,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ELODY ,3,5,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ELOGHOSA ,6,:,3,:,4,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:
ELOHOR ,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ELOISA ,22,26,14,19,23,11,17,16,20,16,10,19,27,10,11,14,8,8,9,9
ELOISE ,559,508,537,515,501,527,480,503,515,527,583,618,616,495,452,573,469,418,388,351
ELOISE-MAE ,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ELONA ,4,4,3,3,:,4,3,5,5,4,4,5,:,5,:,6,:,3,:,3
ELORA ,41,40,32,20,15,16,16,12,7,10,9,7,17,6,8,3,5,5,4,:
ELORA-ROSE ,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ELORM ,:,:,:,:,:,:,:,:,:,:,:,4,:,:,:,:,:,:,:,:
ELOUISA ,5,:,4,9,4,6,4,3,5,6,4,6,:,4,:,4,4,:,5,4
ELOUISE ,45,53,45,62,65,47,60,57,46,44,41,54,43,50,40,36,39,28,26,29
ELOWEN ,35,26,17,24,10,3,7,8,8,6,5,3,:,3,3,:,:,:,:,:
ELOWYN ,7,6,7,4,:,3,:,3,:,:,:,:,:,:,:,:,:,:,:,:
ELSA ,190,537,286,286,280,223,168,139,110,105,87,68,73,55,59,45,51,44,32,36
ELSABETH ,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ELSA-GRACE ,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ELSA-MAE ,4,6,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ELSA-MAI ,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ELSA-MAY ,5,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ELSA-ROSE ,6,10,3,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ELSBETH ,14,7,10,16,7,13,6,8,6,3,3,6,6,9,5,5,6,3,4,3
ELSE ,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:
ELSEA ,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ELSEE ,:,:,:,5,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ELSEY ,4,:,5,5,:,:,3,:,3,:,:,:,:,:,:,:,:,:,:,:
ELSI ,25,25,17,13,9,3,3,7,:,:,:,3,:,:,:,:,:,:,:,:
ELSIE ,1513,1497,1181,888,699,535,437,292,227,165,110,86,88,58,41,36,35,41,38,27
ELSIE-ANN ,5,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ELSIE-ANNE ,3,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ELSIE-BELLE ,:,:,5,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ELSIE-GRACE ,7,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ELSIE-JANE ,3,:,:,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ELSIE-JEAN ,3,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ELSIE-LEIGH ,4,:,4,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ELSIE-LOU ,5,4,5,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ELSIE-LOUISE ,5,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ELSIEMAE ,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ELSIE-MAE ,61,55,60,33,32,16,6,7,11,3,:,:,:,:,:,:,:,:,:,:
ELSIE-MAI ,12,13,13,12,8,3,:,3,:,:,:,:,:,:,:,:,:,:,:,:
ELSIE-MARIE ,:,4,:,5,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ELSIE-MAY ,33,43,36,41,22,13,20,8,4,3,4,3,3,4,:,:,:,:,:,:
ELSIE-RAE ,12,7,6,6,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ELSIE-ROSE ,38,34,17,13,8,4,4,:,:,:,:,:,:,:,:,:,:,:,:,:
ELSIE-VIOLET ,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ELSPETH ,48,52,55,56,58,39,42,41,45,39,38,32,29,34,39,33,39,47,45,42
ELSY ,6,7,4,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ELULA ,:,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ELUNED ,3,:,5,3,:,5,:,:,4,7,:,4,:,:,7,7,4,3,4,4
ELVA ,7,8,8,7,6,6,6,:,4,4,:,:,:,3,:,:,:,:,5,:
ELVI ,3,:,:,3,:,:,:,:,3,:,:,:,3,:,:,:,:,:,:,:
ELVIA ,:,:,:,4,3,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ELVIE ,15,20,28,15,14,13,16,10,11,4,6,6,7,4,5,3,:,:,:,:
ELVIN ,3,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ELVINA ,3,4,3,5,:,5,5,4,4,5,5,4,:,:,:,:,3,5,:,4
ELVIRA ,8,3,:,4,6,3,4,6,5,:,4,4,5,:,:,3,5,4,:,:
ELVY ,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ELWEN ,:,:,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ELWYN ,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:
ELYA ,4,6,4,3,5,:,:,:,4,:,:,:,:,:,:,:,:,:,:,:
ELYANA ,6,8,5,10,:,5,4,3,:,:,:,:,:,:,:,:,:,:,:,:
ELYCE ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:
ELYCIA ,:,:,:,:,:,3,:,:,:,3,:,4,5,4,3,3,:,:,5,:
ELYN ,:,:,:,:,:,3,:,:,3,:,:,:,:,:,:,:,:,:,:,:
ELYNOR ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:
ELYON ,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ELYS ,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,4,3,:,:
ELYSA ,4,:,5,5,5,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:
ELYSE ,28,34,41,26,24,27,35,21,40,44,29,39,34,19,35,28,27,30,25,27
ELYSHA ,:,:,:,5,6,7,:,7,5,7,5,22,11,21,8,11,14,25,20,13
ELYSHIA ,:,:,:,:,:,:,:,:,3,:,:,5,4,:,:,3,:,5,:,6
ELYSIA ,34,37,37,44,43,42,44,41,45,58,56,67,85,88,71,76,69,81,69,72
ELYSIE ,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ELYSSA ,26,23,21,30,19,18,20,21,20,18,14,13,13,7,5,8,5,3,:,4
ELYSSE ,:,:,:,:,6,:,:,:,:,3,:,:,:,5,7,4,6,3,:,:
ELYSSIA ,9,14,11,17,11,11,8,10,6,3,3,9,:,3,3,6,:,6,7,5
ELYZA ,9,9,9,5,3,4,9,3,3,:,5,:,:,:,:,:,4,:,:,:
ELZA ,15,6,8,3,5,:,3,:,4,4,:,:,4,3,:,:,3,:,:,:
ELZBIETA ,:,4,6,4,:,:,4,:,:,4,:,:,:,:,:,:,:,:,:,:
ELZE ,7,9,7,4,4,7,:,:,:,:,:,:,:,:,:,:,:,:,:,:
EMA ,62,39,52,44,59,34,35,27,22,19,12,10,15,12,11,8,3,6,7,:
EMAAN ,85,77,75,77,74,70,63,57,31,34,33,26,22,13,10,7,:,4,:,:
EMAANI ,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
EMALEE ,:,:,:,:,:,:,:,:,:,:,4,:,3,:,:,:,4,:,:,:
EMALEIGH ,:,:,:,:,:,:,:,:,:,:,5,:,:,:,:,:,3,:,:,:
EMALIE ,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
EMAN ,19,22,27,20,25,23,23,33,28,11,27,15,14,16,11,13,7,11,9,6
EMANI ,:,3,:,:,3,:,:,:,:,:,:,:,3,:,:,:,:,4,:,:
EMANUELA ,12,10,8,8,8,9,9,9,8,3,8,6,6,4,10,5,4,:,:,:
EMANUELLA ,3,5,:,:,3,4,:,:,3,:,:,:,:,3,:,:,:,:,:,:
EMANUELLE ,:,:,:,:,:,:,:,3,3,:,:,:,:,:,:,:,:,:,:,:
EMAYA ,5,:,:,:,:,:,:,4,:,:,:,:,:,:,:,:,:,:,:,:
EMBER ,34,35,24,21,10,18,14,5,4,10,3,5,:,:,:,3,:,:,:,:
EMBER-ROSE ,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
EME ,:,:,4,:,:,3,:,3,3,:,:,:,:,:,:,:,:,:,:,:
EMEE ,:,:,3,3,4,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:
EMEFA ,:,:,:,3,:,:,:,:,4,:,:,:,:,:,:,:,:,:,3,:
EMEILIA ,4,:,4,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
EMEL ,7,8,4,3,6,6,:,6,6,:,:,6,3,:,3,:,3,6,8,4
EMELI ,10,22,57,40,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
EMELIA ,275,270,283,314,224,154,133,131,117,105,120,102,82,84,74,73,69,58,49,22
EMELIA-GRACE ,:,3,:,6,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
EMELIAH ,3,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
EMELIA-MAE ,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
EMELIA-ROSE ,13,18,12,8,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
EMELIE ,23,25,37,23,14,6,6,12,5,8,6,5,6,:,6,4,6,4,5,4
EMELINE ,8,3,5,6,10,7,4,3,7,3,4,7,5,3,4,3,:,5,3,4
EMELLIA ,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,3,:,:,:
EMELY ,5,5,:,5,5,4,:,:,:,4,:,:,3,:,:,4,:,:,:,:
EMELYE ,:,:,:,:,:,3,:,:,:,:,:,3,:,5,3,6,4,7,:,5
EMELYN ,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
EMER ,3,:,4,4,5,5,:,5,8,11,7,10,11,16,18,10,22,17,14,12
EMERALD ,9,11,14,7,13,8,4,10,8,10,4,8,11,9,11,7,11,14,6,11
EMERITA ,5,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
EMERSON ,9,13,8,:,:,3,4,8,12,7,9,:,:,:,:,:,3,:,:,:
EMESE ,:,5,:,:,5,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:
EMI ,21,17,20,22,16,17,16,15,15,10,16,14,10,4,8,6,9,6,4,:
EMIE ,27,25,27,19,14,18,13,9,7,7,9,3,4,4,:,5,:,:,:,:
EMIELIA ,:,:,:,:,:,5,:,:,:,:,:,:,:,:,:,:,:,:,:,:
EMIE-ROSE ,:,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
EMIKA ,3,:,:,3,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:
EMIKO ,6,6,3,:,3,3,:,5,3,4,:,3,:,:,:,:,:,:,:,:
EMILA ,:,:,4,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
EMILE ,16,12,13,9,11,6,:,6,3,4,:,:,:,:,:,:,:,:,:,:
EMILEA ,:,:,3,:,:,3,:,3,:,:,:,:,:,:,:,:,:,:,:,:
EMILEE ,41,39,34,17,20,23,27,24,14,23,19,14,16,23,14,7,14,14,22,22
EMILEE-ROSE ,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
EMILEIGH ,:,7,:,:,:,:,3,:,:,3,:,:,:,:,:,6,:,9,4,:
EMI-LEIGH ,:,:,:,:,4,:,:,:,:,:,4,:,:,:,:,:,:,:,:,:
EMILEY ,:,:,:,:,:,:,:,3,:,3,6,:,3,3,3,:,3,5,3,:
EMILI ,9,10,14,8,5,6,7,5,6,3,3,:,5,:,:,:,:,:,:,:
EMILIA ,1243,1082,961,1050,1007,856,673,596,467,360,343,347,269,261,243,306,231,189,169,95
EMILIA-GRACE ,6,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
EMILIA-MAE ,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
EMILIANA ,5,8,11,11,3,8,:,:,5,:,:,:,:,:,:,:,:,3,:,:
EMILIA-RAE ,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
EMILIA-ROSE ,14,17,6,15,6,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
EMILIE ,208,207,217,167,139,166,133,125,132,126,151,178,120,125,85,90,97,88,125,96
EMILIE-GRACE ,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
EMILIE-JANE ,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
EMILIE-MAE ,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
EMILIE-MAY ,:,:,:,:,5,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
EMILIE-ROSE ,8,7,7,7,3,:,:,4,:,:,:,:,:,:,:,:,:,:,:,:
EMILIJA ,69,81,81,76,59,54,33,27,32,17,5,8,6,:,3,:,4,:,:,:
EMILIYA ,3,3,3,7,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:
EMILJA ,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:
EMILLIA ,3,3,9,8,3,7,3,9,7,5,7,12,:,9,:,6,:,4,:,:
EMILLIE ,13,16,17,13,9,9,13,11,16,21,19,24,15,17,17,24,19,15,10,9
EMILLY ,6,11,14,11,7,10,9,10,13,9,7,10,7,3,6,7,7,9,7,8
EMILY ,3893,3991,4049,4029,3974,4310,4462,4881,4732,4474,4752,5399,5423,5390,5918,6232,6760,6550,6616,6415
EMILY- ,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,3,:,:,:,:
EMILYA ,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
EMILY-ANN ,3,:,3,3,3,3,3,:,:,:,:,:,5,:,4,:,:,:,:,4
EMILY-ANNE ,3,:,:,:,:,:,3,:,:,:,:,:,3,:,:,:,4,:,:,:
EMILY-ELIZABETH ,:,:,:,:,:,:,:,3,:,:,:,:,5,:,:,:,:,:,:,:
EMILY-GRACE ,16,13,11,14,18,14,20,12,6,5,4,3,3,:,:,:,:,:,:,:
EMILY-JADE ,:,:,:,:,:,:,:,:,:,:,7,:,:,4,5,3,:,3,:,:
EMILYJANE ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:
EMILY-JANE ,13,8,8,13,11,12,16,10,14,8,15,12,10,23,14,14,15,16,18,32
EMILY-JAYNE ,8,:,6,5,:,3,3,8,15,6,4,5,10,5,4,7,4,5,6,11
EMILY-JO ,3,:,3,:,:,:,:,:,:,3,6,:,:,3,4,:,4,4,4,4
EMILY-KATE ,:,3,:,:,:,:,:,:,:,4,:,4,3,:,:,:,:,:,:,:
EMILY-LOUISE ,:,:,:,7,4,11,8,8,4,5,6,3,6,:,6,3,:,4,6,5
EMILY-MAE ,7,13,12,12,13,13,13,3,11,8,4,3,3,3,5,3,4,5,:,4
EMILY-MAI ,:,5,3,5,6,5,3,3,:,:,:,:,:,:,:,:,:,:,:,:
EMILY-MARIE ,:,:,:,:,:,3,:,:,:,4,:,:,:,:,:,:,:,:,:,:
EMILY-MAY ,14,22,10,17,11,13,12,20,11,7,6,7,10,3,4,8,7,5,7,6
EMILY-PAIGE ,:,:,:,:,:,:,:,3,:,3,:,:,:,:,:,:,:,:,:,:
EMILY-RAE ,3,3,:,3,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
EMILYROSE ,6,:,:,:,3,:,:,:,:,:,:,:,:,:,:,4,:,:,:,:
EMILY-ROSE ,83,67,67,51,57,46,27,24,13,14,13,13,18,13,13,10,22,11,7,8
EMIMA ,:,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
EMINA ,:,:,:,6,:,6,:,3,3,4,5,3,3,:,:,:,3,3,:,3
EMINE ,10,10,13,12,6,9,8,7,16,9,8,10,13,10,14,13,4,6,11,7
EMIRA ,5,3,:,3,:,4,4,:,4,:,:,:,:,:,:,:,:,:,:,:
EMIS ,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:
EMMA ,1017,1071,1045,1149,1221,1373,1477,1744,1854,1989,2144,2638,2711,1903,2273,2574,2920,3565,4126,4232
EMMA- ,:,:,:,:,:,:,:,:,:,:,:,:,:,3,4,:,:,:,:,:
EMMA-GRACE ,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:
EMMA-JADE ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,4,:
EMMA-JANE ,5,:,:,6,4,:,11,6,6,9,8,5,12,3,4,13,6,13,14,15
EMMA-JAYNE ,:,:,:,:,:,:,6,:,3,:,7,:,3,:,4,5,6,9,8,9
EMMA-JO ,:,:,:,:,:,:,:,:,:,:,3,:,:,:,3,:,:,6,3,:
EMMA-LEA ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,3,3,:
EMMALEE ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,4,:,:
EMMA-LEE ,:,:,:,:,3,:,:,4,:,:,:,4,3,:,:,3,4,3,7,3
EMMALEIGH ,:,:,:,:,:,:,:,:,:,:,3,:,:,:,3,6,:,:,:,:
EMMA-LEIGH ,3,3,3,5,5,6,3,7,13,7,9,9,6,6,5,11,10,8,8,11
EMMALENE ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,4
EMMALINE ,:,:,:,:,:,3,4,:,3,:,:,:,:,:,:,:,4,:,:,4
EMMALISE ,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:
EMMALOUISE ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,3,:
EMMA-LOUISE ,:,5,10,13,12,14,22,19,19,13,15,19,19,17,13,18,19,25,55,31
EMMALYN ,:,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
EMMA-MARIE ,:,:,:,:,:,:,:,:,:,:,:,4,3,:,:,:,:,:,:,:
EMMA-MAY ,:,:,:,:,3,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:
EMMAN ,:,5,:,:,4,3,4,3,:,:,:,:,3,:,:,:,:,:,:,4
EMMANUELA ,9,15,10,13,13,9,8,17,19,14,17,11,10,9,3,7,4,:,:,5
EMMANUELLA ,39,48,52,50,41,34,43,49,50,31,31,30,14,16,21,16,13,14,7,7
EMMANUELLE ,11,13,7,11,6,9,6,15,9,6,8,6,7,9,8,7,8,9,11,9
EMMA-ROSE ,5,5,9,4,8,3,:,:,4,:,:,6,6,:,:,:,3,:,:,:
EMME ,36,45,46,48,37,43,47,66,4,3,3,:,:,:,:,4,:,3,:,:
EMMELIA ,:,:,4,:,5,:,8,:,:,:,:,7,:,:,:,:,:,:,:,:
EMMELINE ,116,96,94,74,50,42,37,29,22,14,15,15,13,15,12,13,19,15,21,18
EMMERSON ,:,:,:,:,:,3,:,:,:,:,:,:,3,:,:,:,:,:,:,:
EMMEY ,:,:,:,:,:,:,:,4,:,:,:,:,:,:,:,:,:,:,:,:
EMMI ,24,29,16,23,22,30,16,21,16,12,15,9,5,7,10,7,11,3,6,3
EMMIE ,216,224,205,222,191,152,150,176,74,71,64,81,56,43,48,49,65,19,30,28
EMMIE-GRACE ,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
EMMIE-LEIGH ,4,3,:,:,5,3,:,4,:,:,:,:,:,:,:,:,:,:,:,:
EMMIE-LOU ,6,3,3,:,3,8,3,:,:,:,:,:,3,:,:,:,:,:,:,:
EMMIE-LOUISE ,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:
EMMIE-MAE ,4,5,:,:,6,5,:,:,:,:,:,:,:,:,:,:,:,:,:,:
EMMIE-MAY ,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:
EMMIE-RAE ,4,4,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:
EMMIE-ROSE ,13,5,7,6,7,4,:,3,:,:,:,:,:,:,:,:,:,:,:,:
EMMI-LEIGH ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:
EMMI-LOU ,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:
EMMI-LOUISE ,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
EMMILY ,:,:,:,:,:,:,:,3,:,:,:,3,:,:,:,:,:,:,7,:
EMMY ,102,112,91,86,71,83,52,77,69,37,32,24,27,20,26,24,25,16,25,20
EMMYLOU ,6,10,6,4,:,:,:,:,4,:,:,:,:,:,:,:,:,:,:,4
EMMY-LOU ,:,:,:,:,:,4,:,:,:,:,:,:,:,:,3,:,:,:,:,:
EMMY-RAE ,:,:,5,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
EMNA ,:,:,:,:,:,:,5,:,:,:,:,:,:,:,:,:,:,:,:,:
EMNET ,:,:,:,4,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:
EMOGENE ,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:
EMPRESS ,:,:,:,:,5,:,:,3,3,:,:,5,:,:,:,:,:,:,:,:
