Name,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996
SAMEEA ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:
SAMEEAH ,:,:,:,:,:,:,:,3,:,:,:,:,7,:,4,:,:,:,:,:
SAMEEHA ,31,21,40,27,36,30,21,31,11,11,15,10,4,3,4,3,4,:,6,:
SAMEEKSHA ,:,:,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
SAMEEN ,:,:,:,:,6,:,:,3,3,6,3,4,4,5,3,3,:,:,7,5
SAMEENA ,:,4,:,:,:,:,8,4,4,6,3,6,4,3,5,4,8,11,8,4
SAMEENAH ,:,:,:,:,:,:,:,:,3,:,:,:,:,6,:,:,:,:,:,:
SAMEERA ,14,11,18,13,19,17,19,22,15,26,18,17,24,12,18,19,11,11,18,18
SAMEERAH ,3,:,3,5,:,3,3,9,9,5,4,6,5,7,5,6,:,4,4,:
SAMEEYA ,:,:,:,:,:,:,:,:,:,:,:,:,4,:,:,:,:,:,3,:
SAMENA ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:
SAMER ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,4,:,:
SAMERA ,:,:,5,:,5,8,7,3,6,5,8,5,8,12,11,11,10,10,16,25
SAMERAH ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,3
SAMEYA ,:,:,:,3,:,5,3,:,:,:,5,:,3,:,:,:,:,:,:,:
SAMHA ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,4,:,:,:
SAMHITA ,:,:,4,:,4,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:
SAMHITHA ,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:
SAMI ,:,:,4,:,:,7,:,3,:,:,:,:,3,:,3,:,3,:,4,:
SAMIA ,16,31,34,29,30,42,51,46,57,47,57,52,43,36,39,30,18,30,37,21
SAMIAH ,4,4,8,4,5,5,5,6,6,5,:,:,3,3,9,8,6,4,4,4
SAMIAT ,:,:,:,:,3,:,:,3,4,:,3,:,:,:,:,:,:,:,:,:
SAMIHA ,11,17,15,15,15,27,32,29,40,41,32,25,46,43,31,26,27,16,20,19
SAMIHAH ,:,3,:,:,:,:,:,:,3,3,:,4,:,3,4,3,:,6,4,4
SAMIIRA ,:,:,:,:,:,:,:,4,:,3,4,:,:,4,3,:,:,:,:,:
SAMIKA ,:,:,:,:,3,:,:,:,:,:,3,:,:,:,3,:,:,:,:,:
SAMIKSHA ,:,3,3,3,3,:,:,:,7,:,:,:,:,:,:,:,:,:,:,:
SAMIN ,:,:,:,3,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:
SAMINA ,8,:,6,13,22,7,11,10,12,15,20,21,24,27,31,23,20,17,28,41
SAMIRA ,36,40,49,51,67,69,76,75,69,81,82,89,61,77,54,57,51,41,47,37
SAMIRAH ,7,5,7,15,8,17,21,15,20,19,22,20,26,23,19,14,16,15,18,11
SAMIYA ,24,17,22,24,20,26,36,35,30,31,36,34,33,33,25,25,23,22,18,13
SAMIYAH ,13,10,13,7,8,18,19,15,24,18,26,20,22,29,14,15,18,14,7,10
SAMMA ,:,:,:,:,:,:,:,:,:,4,:,:,:,:,:,:,:,:,:,:
SAMMAN ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:
SAMMAR ,:,3,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:
SAMMI ,:,3,4,8,4,5,6,5,4,7,4,9,5,3,8,12,6,7,8,5
SAMMIA ,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:
SAMMIE ,3,4,5,4,3,8,10,8,4,7,3,5,:,4,5,:,5,5,8,12
SAMMIE-JO ,:,:,3,4,:,4,:,:,3,:,:,3,:,3,:,:,3,3,:,:
SAMMI-JO ,:,:,:,:,:,:,4,:,4,:,:,3,:,:,:,:,3,:,6,:
SAMMY ,:,4,3,3,4,6,6,8,4,9,5,10,6,5,7,7,7,7,11,9
SAMMYA ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:
SAMMYJO ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:
SAMMY-JO ,:,:,3,6,:,3,6,7,:,5,:,:,3,3,8,4,9,13,9,21
SAMPREET ,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:
SAMRA ,3,:,4,7,3,5,6,:,6,7,11,10,6,5,10,4,11,4,5,7
SAMRAH ,4,:,5,3,8,10,6,7,6,3,7,3,4,8,7,5,5,8,:,6
SAMRAWIT ,3,:,:,:,:,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:
SAMREEN ,10,9,15,9,5,7,6,7,9,4,9,8,3,7,9,4,9,5,6,5
SAMREET ,5,4,3,5,5,6,:,:,:,:,:,:,:,:,:,:,:,:,:,:
SAMRIDDHI ,:,3,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:
SAMRIDHI ,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
SAMSAM ,:,:,3,3,:,:,5,4,3,5,5,:,6,5,3,:,5,:,:,:
SAMUELA ,3,:,:,3,3,:,4,3,:,:,4,3,:,3,:,:,:,:,:,:
SAMUELLA ,:,4,7,:,4,:,:,:,6,:,:,3,:,:,:,:,:,:,:,:
SAMYA ,:,3,:,:,:,4,7,9,6,8,5,6,:,4,7,5,3,9,5,6
SAMYUKTHA ,:,5,:,:,3,:,:,:,4,3,:,3,:,:,:,:,:,:,:,:
SANA ,87,88,104,117,145,156,183,157,181,150,147,196,196,254,219,175,162,146,118,133
SANAA ,20,19,25,32,38,29,37,45,47,33,54,44,47,48,59,47,34,31,27,20
SANAAH ,:,:,:,:,:,:,:,:,:,:,:,:,:,4,3,:,4,:,:,:
SANAH ,7,9,5,11,8,7,18,29,19,25,16,29,35,43,54,45,42,39,66,46
SANAIYA ,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:
SANAM ,9,5,4,7,4,7,9,14,7,7,8,9,8,9,12,6,11,9,12,11
SANAYA ,16,21,19,12,8,5,3,5,4,4,3,:,:,:,3,:,:,:,:,:
SANAYAH ,4,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
SANAZ ,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
SANCHA ,:,:,:,3,:,:,:,:,4,:,3,:,:,3,:,:,:,4,:,:
SANCHIA ,4,:,:,:,:,4,3,:,3,5,:,5,:,6,12,12,6,4,6,6
SANCIA ,3,:,:,:,:,:,:,:,5,:,:,4,:,:,:,:,:,:,:,:
SANDEEP ,:,:,:,:,6,4,:,3,5,5,6,5,3,11,11,5,7,12,10,11
SANDHYA ,:,:,:,:,:,:,3,:,:,:,:,:,:,6,:,4,3,:,:,:
SANDI ,:,:,:,:,:,:,:,:,4,4,:,:,:,:,:,:,:,:,:,:
SANDIE ,:,:,:,:,:,:,:,:,:,4,:,:,:,10,:,:,:,3,:,4
SANDIP ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3
SANDRA ,46,56,58,76,50,67,64,55,69,37,33,34,27,20,31,28,16,18,32,28
SANDY ,6,4,9,13,6,9,4,4,5,:,11,9,9,8,8,7,5,10,9,9
SANEELA ,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,3,3,3,:
SANEHA ,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:
SANEL ,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:
SANEM ,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:
SANGAVI ,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:
SANGEETA ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,5,6,4
SANHA ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,4,4,:,7
SANIA ,16,19,19,19,21,32,26,35,30,33,38,28,27,31,27,21,24,22,12,13
SANIAH ,:,:,:,:,:,:,:,3,4,5,:,:,:,:,:,:,:,:,:,:
SANIHA ,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
SANIJA ,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
SANIKA ,:,6,4,:,7,4,7,3,:,5,4,:,:,:,:,:,:,:,:,:
SANITA ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,8
SANIYA ,11,15,14,24,21,25,41,36,29,35,26,30,24,21,16,9,8,14,11,15
SANIYAH ,4,9,11,13,24,12,23,18,8,6,11,9,9,10,10,6,6,7,:,:
SANIYYA ,4,:,:,3,:,:,:,:,3,3,:,:,:,:,:,:,:,:,:,:
SANIYYAH ,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:
SANJANA ,13,11,18,11,14,23,21,20,20,18,23,18,17,13,18,16,12,:,3,3
SANJEEDA ,:,:,:,:,:,:,3,:,:,:,:,:,5,:,:,:,:,:,:,:
SANJEET ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:
SANJIDA ,4,:,:,:,5,5,:,4,4,6,7,11,10,12,6,6,10,4,:,6
SANJIDAH ,:,:,3,:,:,:,:,3,6,3,11,4,9,4,7,6,7,7,6,5
SANJNA ,:,:,:,:,:,:,:,:,:,:,:,:,:,5,:,:,6,3,:,:
SANKAVI ,:,:,:,:,:,:,:,3,:,:,:,:,:,3,:,:,:,:,:,:
SANNA ,8,6,5,11,7,15,10,8,8,14,14,12,21,26,41,25,23,23,38,30
SANNAH ,:,:,3,:,3,4,3,3,:,4,5,8,13,17,21,31,21,13,15,18
SANNE ,:,:,:,:,:,:,:,:,:,:,:,:,3,3,3,:,:,:,:,:
SANSA ,11,6,5,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
SANSKRITI ,:,:,:,:,:,:,:,:,3,3,:,:,3,:,:,:,:,:,:,:
SANTA ,:,:,3,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:
SANTAE ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:
SANTANA ,6,12,7,10,5,:,5,3,3,4,6,3,:,:,3,4,:,3,5,:
SANTANNA ,5,:,3,3,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
SANTHIYA ,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:
SANTHYA ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:
SANTINA ,:,:,:,:,:,:,:,:,:,:,:,:,6,:,:,:,:,3,:,:
SANULI ,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
SANUTHI ,3,3,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
SANVI ,13,24,17,22,19,15,6,9,7,3,:,:,:,:,:,:,:,:,:,:
SANVIKA ,:,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
SANYA ,10,6,5,11,8,8,15,22,10,15,24,16,11,16,13,26,19,18,17,25
SANYAH ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:
SAOIRSE ,79,75,81,54,78,52,42,49,50,41,44,32,30,17,32,30,29,30,32,27
SAONA ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:
SAPHIA ,5,6,10,16,14,8,5,14,12,9,10,9,8,6,4,8,7,:,7,6
SAPHINA ,3,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,3,:,3,:
SAPHIR ,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:
SAPHIRA ,12,6,7,9,5,7,5,7,4,:,:,3,3,:,:,3,:,:,:,:
SAPHIRE ,7,4,18,12,12,20,10,10,16,5,10,11,6,4,6,7,9,9,3,9
SAPHIYA ,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:
SAPHORA ,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
SAPHRON ,:,:,:,:,4,5,:,:,:,:,4,3,9,5,:,8,7,8,3,6
SAPHYRE ,:,:,:,3,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:
SAPNA ,:,:,:,3,:,:,3,:,:,:,3,:,5,4,:,5,3,:,7,9
SAPPHIRA ,5,6,5,6,3,6,4,7,:,8,4,9,4,:,3,3,3,3,3,:
SAPPHIRE ,137,141,148,133,142,98,99,76,86,95,70,69,65,64,66,57,65,66,57,58
SAPPHIRE-ROSE ,4,6,5,:,4,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:
SARA ,612,596,552,584,527,576,553,553,514,485,442,350,370,401,383,368,375,359,373,404
SARAA ,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
SARAFINA ,:,3,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,4
SARAH ,581,601,574,592,663,722,793,930,897,976,962,1037,1066,1161,1285,1536,1733,2062,2613,3111
SARAH- ,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,3,:,:,:,:
SARAH-ANN ,:,:,:,:,:,:,:,:,3,:,:,3,:,:,:,:,4,3,:,3
SARAH-ANNE ,:,:,:,:,:,:,:,:,:,:,:,3,:,:,3,:,:,3,:,3
SARAH-BETH ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3
SARAHJANE ,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,4,:,:,:,5
SARAH-JANE ,8,5,6,7,3,8,9,14,17,25,14,14,20,16,18,16,14,30,35,53
SARAH-JAYNE ,:,:,:,:,4,5,3,3,8,9,6,8,3,6,7,6,9,9,4,23
SARAH-LOU ,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:
SARAHLOUISE ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,4
SARAH-LOUISE ,:,:,3,:,:,7,9,14,8,10,7,9,15,12,7,20,25,25,30,37
SARAH-MARIE ,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:
SARAH-MAY ,:,:,:,:,:,3,:,3,:,:,4,:,:,:,:,:,:,:,:,:
SARAH-ROSE ,:,:,5,:,:,:,:,3,:,3,:,:,:,:,:,:,:,:,:,:
SARAI ,18,10,11,13,14,9,11,12,19,9,5,:,:,:,:,:,:,:,6,:
SARAIYA ,3,5,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
SARAIYAH ,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:
SARA-JANE ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,5,:
SARA-JAYNE ,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,3
SARA-LOUISE ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,4
SARAN ,6,7,7,5,4,6,6,4,9,8,7,:,7,6,3,4,:,3,5,3
SARANG ,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
SARANNE ,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:
SARANYA ,:,:,:,3,:,:,3,:,5,:,:,:,:,:,4,5,4,:,:,:
SARAYA ,10,6,10,20,6,7,3,5,9,8,4,3,6,5,:,5,3,:,6,:
SARAYAH ,6,4,3,8,:,:,4,3,:,3,:,:,:,:,:,:,:,:,:,:
SARAYU ,:,4,6,:,4,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:
SARBJIT ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:
SARE ,3,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
SAREEN ,:,:,3,:,3,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:
SAREENA ,4,9,7,6,9,5,7,12,13,7,7,10,9,6,7,4,5,8,4,9
SARENA ,:,:,:,5,:,:,:,:,3,:,:,5,3,3,:,3,7,:,6,5
SARENNA ,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:
SAREYA ,:,:,:,:,:,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:
SARGUN ,7,4,8,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
SARI ,:,:,4,:,:,3,3,3,:,3,:,:,:,:,:,:,:,:,:,:
SARIA ,:,5,7,5,5,10,:,:,6,:,:,:,3,4,:,:,3,:,:,5
SARIAH ,11,15,13,14,11,10,17,16,9,10,5,:,5,3,4,6,:,:,4,4
SARIKA ,:,3,:,:,9,5,4,:,:,4,:,3,4,3,3,6,3,4,5,4
SARINA ,26,23,46,30,36,33,38,29,20,22,20,29,18,29,15,17,15,25,15,17
SARINAH ,:,:,:,3,:,4,5,:,:,4,:,:,:,:,:,:,:,:,:,:
SARISH ,:,:,:,:,:,:,:,:,:,:,5,4,:,7,3,:,6,5,6,4
SARISHA ,:,:,3,:,3,:,4,:,:,3,3,:,3,:,:,:,:,:,:,:
SARITA ,:,4,4,3,3,:,:,3,:,6,:,5,:,5,5,:,6,6,3,7
SARIYA ,:,:,:,4,:,:,6,:,:,3,4,:,3,:,:,:,:,:,:,:
SARIYAH ,:,3,3,9,4,9,4,4,6,:,5,3,:,3,:,:,:,:,:,:
SARLOTA ,5,:,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
SARLOTE ,:,:,:,:,4,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:
SARON ,8,5,6,3,8,7,10,9,9,7,6,7,5,5,3,6,:,:,:,:
SAROOP ,4,:,:,:,3,:,3,:,:,:,:,:,:,:,:,:,3,:,:,:
SAROSH ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,4,:,:,:,:,:
SARRA ,:,:,3,:,:,3,:,:,3,:,:,4,7,5,3,:,4,3,3,:
SARRAH ,:,:,:,5,3,4,:,:,:,:,5,:,4,:,4,:,3,:,3,:
SARRINA ,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
SARRINAH ,12,11,19,23,17,19,13,11,3,3,:,4,:,:,:,:,:,:,:,:
SARWA ,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:
SARYA ,4,4,:,:,4,:,:,3,3,:,:,:,:,:,:,:,:,:,:,:
SASCHA ,:,7,5,5,7,7,4,9,7,10,17,9,7,8,11,17,17,10,12,18
SASHA ,120,138,120,209,189,247,288,283,285,261,281,340,345,338,346,340,427,324,361,333
SASHA-LOUISE ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,4
SASHA-MAE ,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
SASHI ,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:
SASHKA ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,3,:,:,:
SASKA ,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,3,:,:,:
SASKIA ,71,66,94,99,118,122,94,152,148,139,172,232,188,185,205,280,383,221,230,171
SASKYA ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,3,:,:,:,:
SASSI ,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:
SATHANA ,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:
SATHVIKA ,:,5,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
SATINE ,:,:,:,:,5,:,:,:,4,:,3,:,3,3,:,:,:,:,:,:
SATPREET ,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
SATSUKI ,:,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
SATVEER ,:,:,:,:,:,4,:,:,:,3,:,3,:,4,3,3,:,4,:,5
SATYA ,3,:,:,:,3,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:
SAUDA ,4,:,:,:,:,4,3,:,7,:,:,:,:,:,:,:,:,:,:,:
SAUDAH ,:,:,3,:,:,3,4,3,:,5,4,3,8,3,3,4,:,:,3,:
SAULE ,10,9,11,11,6,14,11,7,5,8,:,:,:,:,:,:,:,:,:,:
SAUMYA ,3,:,3,:,5,:,:,:,4,3,:,:,:,:,3,:,:,:,:,:
SAVA ,:,:,3,:,:,:,:,:,4,:,:,:,:,:,:,:,:,:,:,:
SAVAIRA ,:,:,:,:,:,:,:,:,:,:,:,:,4,:,:,:,:,:,:,:
SAVAN ,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:
SAVANA ,15,11,7,8,7,13,10,9,10,8,10,10,6,4,:,4,5,:,9,6
SAVANAGH ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,4
SAVANAH ,5,12,15,12,9,10,16,11,9,11,12,11,9,11,7,10,14,9,10,9
SAVANHA ,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:
SAVANNA ,59,59,60,63,51,58,45,55,30,40,45,34,37,44,25,21,30,42,45,40
SAVANNAH ,447,412,403,420,390,312,297,302,249,224,191,165,195,159,176,193,193,210,230,230
SAVANNAH-GRACE ,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
SAVANNAH-LEIGH ,5,:,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
SAVANNAH-LOUISE ,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
SAVANNAH-MAI ,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
SAVANNAH-RAE ,3,:,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
SAVANNAH-ROSE ,15,12,11,10,5,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:
SAVANNA-ROSE ,:,4,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
SAVARNA ,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
SAVERA ,:,:,3,5,:,8,10,8,:,10,8,7,10,11,7,8,:,:,:,:
SAVERAH ,:,:,:,:,:,:,:,:,:,:,:,4,3,:,:,:,:,:,:,:
SAVIA ,:,:,:,:,:,:,:,:,3,3,:,:,:,:,:,:,:,:,:,:
SAVINA ,4,3,:,:,:,:,:,4,:,3,:,:,:,:,6,:,:,3,:,:
SAVIRA ,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:
SAVITA ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:
SAVO ,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:
SAVREEN ,4,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
SAWAIRA ,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:
SAWDA ,4,6,4,:,5,5,6,7,:,4,3,:,:,5,:,:,:,:,4,:
SAWDAH ,14,:,7,6,4,4,4,:,7,:,3,:,7,4,5,:,5,:,:,:
SAWERA ,:,3,:,7,3,:,3,:,:,3,3,4,3,:,:,:,:,:,:,:
SAWSAN ,:,:,:,3,3,3,3,:,:,4,:,:,3,:,:,:,:,:,:,:
SAWYER ,5,4,5,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
SAXON ,:,:,:,:,:,:,:,:,:,:,:,4,:,:,3,6,8,7,7,6
SAYA ,17,13,11,19,16,14,16,10,10,10,3,3,4,3,3,4,3,:,:,:
SAYANA ,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:
SAYDA ,:,:,:,:,3,:,:,5,:,:,:,:,:,:,:,:,:,:,:,:
SAYDEE ,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
SAYEDA ,4,6,3,8,:,10,7,4,8,7,5,12,4,4,5,7,7,9,5,7
SAYEEDA ,:,4,:,3,:,:,:,3,:,3,:,3,3,3,3,5,4,3,4,6
SAYEMA ,:,:,:,:,:,:,:,:,:,:,3,:,3,:,4,5,5,4,3,:
SAYIDA ,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
SAYLA ,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
SAYMA ,:,4,:,:,:,3,6,3,:,5,7,5,5,5,4,4,:,8,:,5
SAYNAB ,:,:,4,3,3,3,:,5,4,3,6,5,4,3,4,:,:,:,:,:
SAYRA ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,3,:
SAYSHA ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:
SAYURI ,4,:,8,3,4,3,4,5,:,:,:,:,:,:,:,:,:,:,:,:
SAYYEDA ,4,:,:,3,:,:,6,3,:,:,:,:,:,:,:,3,:,:,:,:
SAYYIDA ,:,5,:,4,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:
SAYYIDAH ,:,3,:,:,4,:,3,4,4,:,3,:,4,:,:,:,:,:,:,:
SCARLA ,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
SCARLET ,245,231,289,337,304,340,349,309,289,315,270,105,137,124,105,70,58,62,65,45
SCARLET-LOUISE ,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
SCARLET-ROSE ,18,9,17,12,8,5,5,4,5,4,:,4,:,:,:,:,:,:,:,:
SCARLETT ,2285,2359,2643,2248,1987,2133,2045,1574,1369,1283,1261,774,403,367,285,238,235,233,206,195
SCARLETT-ANN ,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
SCARLETT-ANNE ,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
SCARLETTE ,28,40,33,34,26,33,26,13,11,11,11,8,4,5,:,:,:,3,3,4
SCARLETTE-ROSE ,5,3,:,4,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:
SCARLETT-GRACE ,5,9,5,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
SCARLETT-JADE ,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
SCARLETT-JANE ,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
SCARLETT-LEA ,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
SCARLETT-LEIGH ,:,:,5,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
SCARLETT-LILLY ,:,:,5,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
SCARLETT-LILY ,:,3,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
SCARLETT-LOUISE ,9,6,6,4,3,7,7,:,:,:,:,:,:,:,:,:,:,:,:,:
SCARLETT-MAE ,7,8,10,3,8,:,5,:,:,:,:,:,:,:,:,:,:,:,:,:
SCARLETT-MAI ,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
SCARLETT-MARIE ,4,5,6,3,:,4,4,:,:,:,:,:,:,:,:,:,:,:,:,:
SCARLETT-MAY ,4,7,8,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
SCARLETT-OLIVIA ,3,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
SCARLETT-RAE ,:,3,13,3,:,5,:,:,:,:,:,:,:,:,:,:,:,:,:,:
SCARLETT-ROSE ,89,77,73,53,44,29,21,14,7,5,:,:,:,:,:,:,:,:,:,:
