Name,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996
ABDURREHMAN ,:,:,4,:,:,:,3,:,:,:,4,:,:,:,:,:,:,:,:,:
ABDUR-REHMAN ,3,4,4,6,:,:,:,4,4,3,:,:,:,:,:,:,3,:,:,3
ABDUS ,5,4,8,7,8,5,6,:,9,7,5,5,6,3,4,9,3,5,7,:
ABDUSALAM ,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:
ABDUSSALAM ,:,:,:,:,:,3,:,:,:,4,:,:,:,:,:,:,:,:,:,:
ABDUSSAMAD ,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:
ABDUS-SAMAD ,:,3,:,:,:,:,3,3,:,3,:,:,3,:,4,:,:,:,:,:
ABDUS-SAMI ,4,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ABE ,11,11,10,12,9,8,5,6,5,7,4,9,3,3,6,5,7,4,:,:
ABED ,3,:,:,:,:,4,3,:,3,:,:,:,6,3,:,:,:,3,:,:
ABEED ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:
ABEEL ,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:
ABEER ,8,3,5,4,4,5,:,:,3,3,:,:,:,:,:,:,:,:,:,:
ABEL ,163,134,107,66,72,49,33,37,40,47,25,31,19,18,14,21,10,16,14,9
ABEN ,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ABENEZER ,:,4,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:
ABHAY ,11,8,5,13,11,12,6,10,8,8,5,7,8,14,14,:,:,4,4,:
ABHI ,4,:,:,7,3,:,3,:,:,4,3,:,:,:,:,:,:,:,:,:
ABHIJAY ,:,:,:,4,:,:,:,:,4,:,:,:,:,:,:,:,:,:,:,:
ABHIJEET ,4,:,:,:,:,:,:,:,3,:,4,:,:,:,:,:,3,:,4,:
ABHIJIT ,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:
ABHIJITH ,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:
ABHIJOT ,:,5,6,4,8,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ABHIMANYU ,:,7,3,3,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ABHINAV ,15,8,10,17,21,8,9,18,14,13,12,8,3,4,:,:,5,:,3,5
ABHIRAJ ,:,5,4,5,7,:,5,:,:,3,:,5,3,:,:,:,:,:,:,:
ABHIRAM ,7,:,3,:,5,6,6,3,4,4,:,:,:,:,:,:,:,:,:,:
ABHISHEK ,:,:,:,5,5,5,3,3,8,10,9,11,8,8,11,13,5,7,11,5
ABID ,6,10,14,16,10,20,22,27,18,29,29,17,23,22,15,19,21,19,26,13
ABIDEEN ,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:
ABIDUL ,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,4
ABIDUR ,:,:,:,:,4,:,:,5,3,5,4,:,3,4,3,4,4,5,6,:
ABIE ,:,3,:,:,:,:,:,3,:,:,:,:,:,:,3,:,:,3,:,:
ABIEL ,3,:,:,5,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:
ABIJAH ,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:
ABIJOT ,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ABILASH ,:,:,:,:,:,3,:,3,3,:,:,:,:,:,:,:,:,:,:,:
ABIMBOLA ,:,:,:,:,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ABINAASH ,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ABINASH ,:,5,:,6,4,:,3,:,:,4,:,:,:,:,:,3,:,:,:,:
ABINAYAN ,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:
ABINESH ,:,:,3,:,:,:,3,:,:,:,3,:,:,:,:,:,:,:,:,:
ABIODUN ,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,3,:,3
ABIOLA ,:,:,:,:,:,:,4,:,4,3,5,3,:,:,:,3,:,:,3,:
ABIR ,9,8,4,9,10,7,5,13,11,8,3,6,4,5,3,5,3,5,3,5
ABIRAJ ,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ABISAN ,:,:,:,:,4,:,:,4,:,3,:,:,:,:,:,:,:,:,:,:
ABISHAI ,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:
ABISHAKE ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:
ABISHAN ,:,6,:,:,4,6,5,7,4,3,4,:,3,3,:,:,:,:,:,:
ABISHANTH ,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:
ABISHEK ,:,:,:,:,:,3,3,4,3,4,:,3,:,5,:,:,:,:,:,:
ABITHAN ,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ABIZER ,:,:,:,:,:,:,:,:,5,:,:,:,:,:,:,:,:,:,:,:
ABNER ,:,:,7,:,:,:,4,:,:,:,4,:,:,:,:,:,:,:,:,:
ABOU ,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ABOUBACAR ,:,:,6,5,:,3,3,:,3,:,:,:,:,:,:,:,:,:,:,:
ABOUBAKAR ,3,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ABRAAR ,:,:,:,:,:,:,:,4,:,:,:,:,:,4,:,4,:,:,6,3
ABRAHAM ,86,83,65,59,64,69,74,65,57,57,58,77,51,47,56,60,42,42,43,40
ABRAHIM ,:,:,:,5,5,4,6,4,7,4,:,:,4,:,:,:,:,4,:,5
ABRAM ,12,7,4,3,:,5,:,:,3,3,3,:,:,:,:,:,:,:,:,3
ABRAR ,6,5,6,11,7,7,9,8,3,4,9,7,4,5,7,8,9,5,5,10
ABRIEL ,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ABSAR ,:,:,:,:,:,3,:,:,:,:,:,4,5,:,:,:,3,:,:,:
ABSHIR ,:,:,:,:,:,:,4,:,:,:,:,3,5,5,4,:,:,:,:,:
ABU ,33,70,43,43,42,36,54,45,39,50,47,40,56,54,44,43,43,39,36,27
ABUBACARR ,5,:,3,3,4,:,4,:,:,:,:,3,:,:,:,:,:,:,:,:
ABUBAKAR ,33,36,31,40,45,33,36,43,40,33,26,24,28,20,30,15,6,15,13,11
ABU-BAKAR ,:,3,:,:,4,4,4,:,:,4,3,3,:,:,3,4,:,:,3,:
ABUBAKARR ,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,4,:,:,:
ABUBAKER ,4,:,8,6,7,7,5,4,7,6,:,3,7,6,:,5,:,:,3,:
ABUBAKKAR ,:,:,:,:,:,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:
ABUBAKR ,31,41,35,18,24,24,27,23,19,17,14,7,10,11,9,7,10,8,9,3
ABU-BAKR ,20,21,20,16,12,9,11,8,7,10,11,12,11,12,8,5,3,6,6,3
ABU-HURAIRA ,3,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:
ABUHURAIRAH ,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ABUKAR ,:,:,:,:,:,:,4,:,:,:,3,3,:,4,:,3,:,:,3,3
ABUL ,7,:,:,3,3,:,9,:,7,5,4,5,:,9,10,9,12,11,13,23
ABU-SUFYAN ,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:
ABUZAR ,:,6,:,:,:,:,4,:,:,:,:,:,3,:,:,:,:,:,:,:
ABYAAN ,:,:,4,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ABYAD ,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ABYAN ,6,14,6,14,11,3,8,9,10,5,5,:,3,:,:,:,:,:,:,:
ACE ,43,39,46,37,22,29,17,15,19,23,24,20,9,4,:,3,4,7,5,5
ACER ,13,12,12,16,12,13,10,13,7,9,10,10,7,3,3,:,5,5,3,5
ACHILLE ,:,:,:,:,:,:,4,3,:,:,:,:,:,:,:,:,:,:,:,:
ACHILLES ,5,4,3,3,6,5,:,5,3,5,:,:,:,:,:,:,:,:,:,:
ACHINTYA ,:,:,4,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ACHRAF ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:
ACKEEM ,:,:,:,:,:,:,:,:,:,:,:,:,4,3,:,:,:,:,:,:
ADA ,:,:,:,3,4,4,:,6,:,4,3,:,:,:,:,:,:,:,:,:
ADAAM ,:,:,3,4,3,:,:,:,3,:,:,:,:,4,:,3,:,:,:,:
ADAIR ,:,:,:,:,:,5,:,:,:,:,:,:,4,:,:,:,:,3,:,:
ADAL ,:,:,:,:,:,:,:,:,:,:,:,5,:,:,6,4,:,6,6,6
ADAM ,1903,1790,1761,1907,2062,2088,2199,2313,2449,2674,2869,2938,3404,3527,3866,3777,3931,3811,4202,4538
ADAMA ,:,:,:,:,3,:,:,5,4,:,:,:,:,:,3,:,:,:,:,:
ADAMAS ,15,11,11,3,7,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:
ADAM-JAMES ,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:
ADAM-JUNIOR ,6,4,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ADAMO ,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:
ADAMS ,5,:,:,7,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ADAN ,16,15,23,19,22,13,7,12,14,16,12,14,12,7,5,6,8,3,5,9
ADAR ,3,4,8,3,4,4,9,5,5,4,6,:,:,:,:,:,:,:,:,:
ADARSH ,3,6,4,:,5,6,6,7,4,:,4,:,4,3,:,3,:,:,3,4
ADAS ,13,9,6,3,3,6,5,:,:,:,:,:,:,:,:,:,:,:,:,:
ADDAI ,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ADDAM ,:,:,:,:,:,:,:,:,:,:,:,3,4,:,:,:,3,:,4,5
ADDIS ,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:
ADDISON ,59,45,61,72,68,60,61,58,49,40,51,28,25,23,24,8,14,10,4,13
ADDYSON ,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ADE ,:,:,:,:,:,:,:,3,:,:,:,3,:,:,:,:,:,:,:,:
ADEBAYO ,4,:,3,:,:,:,5,:,6,:,3,:,:,:,:,4,:,3,5,:
ADEBOLA ,3,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:
ADEBOWALE ,:,3,3,:,:,3,:,:,5,3,4,:,:,:,:,:,:,:,:,:
ADEBOYE ,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:
ADEDAMOLA ,5,5,4,:,:,6,6,4,7,4,:,:,5,4,:,6,:,:,5,3
ADEDAPO ,:,:,:,:,:,:,:,:,:,4,:,:,:,:,:,:,:,3,:,4
ADEDAYO ,:,:,:,6,:,4,3,:,:,:,:,:,:,4,:,:,:,8,:,:
ADEDEJI ,:,:,:,4,:,4,:,:,4,3,:,:,:,3,:,:,:,3,:,:
ADEDOTUN ,:,:,:,:,:,3,:,3,:,:,:,:,:,:,:,3,:,:,:,:
ADEDOYIN ,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:
ADEE ,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:
ADEEB ,11,7,7,8,4,12,12,14,8,6,7,8,7,6,8,10,15,10,6,7
ADEEL ,7,14,14,13,13,12,24,19,24,17,23,28,25,42,33,41,36,35,47,38
ADEEM ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:
ADEEN ,3,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ADEKUNLE ,:,:,:,:,:,3,:,:,:,:,3,:,:,:,:,:,3,4,:,4
ADEL ,9,12,9,11,13,6,9,6,8,16,14,12,9,9,14,9,11,10,8,8
ADELEKE ,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:
ADEM ,26,24,34,39,31,31,33,30,29,42,20,23,16,20,23,25,20,19,20,19
ADEMAYOWA ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:
ADEMIDE ,:,5,:,:,3,:,:,3,7,4,:,:,3,:,:,:,:,:,:,:
ADEMOLA ,4,3,:,3,3,3,10,9,6,3,3,7,8,4,3,:,5,5,4,3
ADEN ,32,44,46,47,56,100,99,69,29,37,40,43,34,32,26,25,22,18,16,23
ADENIYI ,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,4,:,:,:
ADEOLA ,:,:,:,:,:,:,:,:,:,3,:,:,3,:,:,:,:,:,3,3
ADEOLU ,:,:,:,:,3,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:
ADEOLUWA ,3,:,4,:,3,4,:,5,:,3,:,5,4,3,:,:,:,3,:,3
ADEREMI ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:
ADESH ,:,:,:,:,3,3,:,:,:,:,4,:,:,:,:,:,:,:,:,:
ADETAYO ,:,:,:,3,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:
ADETOKUNBO ,:,3,:,6,:,3,:,4,:,5,6,:,7,:,5,:,:,:,:,:
ADETOLA ,:,:,:,3,3,:,:,:,:,:,:,:,:,:,:,3,:,3,:,:
ADETOMIWA ,:,:,:,:,:,:,:,4,:,:,:,:,:,:,:,:,:,:,:,:
ADETUNJI ,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:
ADEWALE ,4,:,:,:,5,5,:,4,:,:,3,:,:,:,3,3,4,:,3,:
ADEWUMI ,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ADEYEMI ,:,3,:,:,:,4,:,:,4,:,:,:,4,:,:,:,:,3,:,:
ADEYINKA ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:
ADHAM ,9,:,4,:,14,11,10,12,11,8,13,11,7,8,11,8,12,9,4,10
ADHAVAN ,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ADHEEM ,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ADHEEN ,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ADHIRAJ ,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ADHNAN ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,3,:,:
ADHRIT ,4,8,4,5,3,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:
ADHVAITH ,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:
ADHVIK ,:,5,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ADI ,7,7,11,8,5,9,9,12,10,11,6,3,6,3,5,:,4,:,3,:
ADIAN ,:,4,:,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ADIB ,5,3,4,3,7,:,5,:,6,4,4,3,:,:,3,3,4,3,5,:
ADIE ,:,:,:,:,:,:,3,3,3,:,:,:,3,3,:,:,:,:,:,:
ADIEL ,:,3,:,4,:,5,:,3,:,:,:,:,:,:,:,:,:,:,:,:
ADIL ,44,48,50,67,56,53,65,92,94,106,106,111,137,100,128,115,101,115,119,88
ADILSON ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:
ADIN ,:,5,:,3,3,:,:,:,4,:,3,:,4,5,6,:,:,:,:,:
ADISA ,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:
ADISON ,4,:,6,7,8,3,3,:,4,:,:,:,:,:,3,:,:,:,:,:
ADIT ,:,:,3,4,:,4,:,3,4,6,3,:,:,4,:,4,:,:,:,:
ADITH ,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:
ADITHYA ,:,:,6,3,10,6,8,6,6,4,7,8,:,:,:,:,:,:,:,:
ADITYA ,33,44,47,48,55,46,38,62,46,50,27,31,24,16,10,10,9,13,10,:
ADIY ,:,4,:,4,:,:,6,:,:,4,:,:,:,:,:,:,:,:,:,:
ADIYAAN ,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ADIYAN ,5,:,8,7,:,7,3,3,:,:,:,:,:,:,:,:,:,:,:,:
ADLANE ,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:
ADLEY ,7,8,6,8,4,3,4,:,:,5,:,4,:,:,:,:,:,:,:,3
ADNAAN ,:,4,3,3,5,10,11,16,3,9,16,18,13,19,15,23,14,16,15,13
ADNAN ,52,43,45,55,48,53,52,69,59,45,63,74,65,76,71,60,61,56,45,57
ADOM ,3,:,:,3,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ADOMAS ,22,17,19,12,3,9,3,7,5,:,:,:,:,:,:,:,:,:,:,:
ADON ,4,5,3,6,5,6,:,:,:,3,5,3,4,:,:,4,:,:,5,:
ADONAI ,10,9,:,8,4,3,:,:,:,5,:,:,:,:,4,:,:,:,:,:
ADONAY ,4,:,3,:,:,:,:,3,:,:,3,4,:,:,:,:,:,:,:,:
ADONIJAH ,5,:,:,:,3,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:
ADONIS ,7,4,5,4,8,7,7,3,:,4,3,5,7,5,4,3,3,3,:,:
ADREES ,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,4,4,4,3,:
ADRIAAN ,3,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ADRIAN ,218,232,273,267,231,266,262,234,227,152,134,117,115,89,94,120,113,113,143,155
ADRIANAS ,:,3,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ADRIANO ,9,13,6,11,12,14,13,6,11,17,9,8,5,5,4,3,:,:,4,7
ADRIANS ,14,13,20,11,9,7,:,3,:,:,:,:,:,:,:,:,:,:,:,:
ADRIATIK ,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:
ADRIEL ,23,13,20,18,13,14,21,18,12,5,5,7,5,4,:,:,:,:,:,:
ADRIEN ,6,10,4,7,10,9,7,10,12,6,8,5,5,8,5,5,5,6,5,5
ADRIJUS ,:,4,5,5,7,6,6,:,:,:,:,:,:,:,:,:,:,:,:,:
ADRIN ,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ADRIS ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,6,5
ADSHAYAN ,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ADVAIT ,:,7,5,:,:,8,3,:,3,:,:,:,:,:,:,:,:,:,:,:
ADVAITH ,4,5,:,3,:,7,:,6,4,3,:,:,:,:,:,:,:,:,:,:
ADVAY ,4,6,4,:,6,9,:,4,:,4,:,3,:,:,:,:,:,:,:,:
ADVIK ,15,7,7,13,12,7,3,3,:,:,:,:,:,:,:,:,:,:,:,:
ADVIT ,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ADVITH ,6,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ADWIN ,:,:,:,:,:,:,:,4,:,:,:,:,:,:,:,:,:,:,:,:
ADY ,4,:,:,5,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ADYAAN ,5,8,9,:,4,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:
ADYAN ,60,48,54,59,58,28,30,24,11,10,12,4,:,3,:,:,:,:,:,:
AEDAN ,19,24,16,16,14,30,21,25,18,20,18,15,30,11,9,14,12,7,8,10
AEDDAN ,:,:,:,:,:,3,:,3,3,4,:,:,3,:,:,:,:,:,:,:
AEDEN ,:,:,4,:,3,3,:,:,:,:,:,3,:,:,:,3,:,:,:,:
AELFRED ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,6,:,:,:,:
AENEAS ,:,:,:,3,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:
AENGUS ,:,:,:,:,3,:,:,:,:,:,:,:,:,:,3,:,3,6,4,:
AEON ,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
AERON ,12,11,12,13,7,10,15,13,18,12,11,14,10,9,12,9,10,9,9,10
AESON ,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
AFAAN ,3,:,3,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:
AFAN ,3,3,:,:,:,4,:,8,:,:,:,:,:,:,:,:,:,:,:,:
AFAQ ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:
AFEEF ,:,:,:,3,:,4,:,:,3,:,:,:,:,:,:,:,:,:,:,:
AFFAAN ,3,4,3,:,3,:,:,:,:,6,:,:,:,3,:,:,:,:,:,:
AFFAN ,30,33,26,14,23,18,12,8,14,7,6,:,:,:,3,:,:,:,:,:
AFIQ ,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:
AFJOL ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3
AFNAAN ,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
AFNAN ,9,5,5,:,3,5,3,:,5,3,5,:,:,3,:,3,:,:,:,:
AFOLABI ,:,:,4,:,:,:,5,3,:,3,:,:,:,:,:,:,:,:,4,4
AFOLARIN ,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
AFON ,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:
AFONSO ,16,8,6,9,8,7,5,5,8,7,4,4,:,:,:,:,:,:,:,:
AFRAZ ,:,3,3,:,6,3,4,:,:,3,:,:,:,:,:,:,:,:,:,:
AFSAR ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,3
AFTAB ,3,:,:,:,:,:,:,4,4,4,:,5,3,5,4,6,4,:,3,:
AFZAAL ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,3,:,3,:
AFZAL ,:,3,:,:,7,4,4,4,:,4,5,4,4,3,4,5,7,5,6,6
AGAM ,4,:,10,:,5,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:
AGAMDEEP ,:,:,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
AGAMJOT ,:,:,3,4,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
AGAMPREET ,:,4,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
AGAMVEER ,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
AGASTYA ,13,11,8,9,5,3,8,3,3,:,:,:,:,:,:,:,:,:,:,:
AGHA ,5,:,4,:,3,:,3,5,:,:,:,3,3,:,6,:,:,:,:,:
AGIM ,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:
AGIT ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,4,:,3,3,:,:
AGNIUS ,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
AGON ,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,3,:,:,:,:
AGRON ,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
AGUSTIN ,3,:,3,3,3,3,:,:,:,:,:,:,3,3,:,:,:,:,:,:
AHAAN ,10,6,8,7,5,6,:,3,:,:,:,:,:,:,:,:,:,:,:,:
AHAB ,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:
AHAD ,17,14,13,17,20,18,26,24,16,17,19,17,16,7,8,5,3,6,10,6
AHAMED ,3,:,:,:,:,:,4,3,3,:,:,:,3,:,7,:,:,3,:,4
AHAN ,3,:,:,5,3,3,:,:,4,:,3,:,:,:,:,:,:,:,:,:
AHARAN ,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
AHARON ,7,9,8,4,8,3,7,3,7,5,9,3,5,4,8,3,:,4,7,5
AHCENE ,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
AHEED ,:,4,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:
AHIL ,7,3,3,4,3,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:
AHMAD ,194,169,168,141,140,165,166,146,122,118,125,105,91,96,84,64,60,49,51,57
AHMADOU ,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
AHMAD-RAZA ,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
AHMAR ,:,:,:,:,:,:,:,:,3,:,:,:,:,4,:,:,:,:,:,:
AHMED ,320,306,345,377,320,335,344,350,327,304,297,275,303,247,225,177,201,187,174,206
AHMED-RAZA ,:,:,4,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
AHMER ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,3,3
AHMET ,16,21,18,22,18,16,22,18,21,14,17,14,15,16,12,22,15,14,19,18
AHNAF ,4,11,14,10,6,:,9,7,4,10,8,7,:,4,4,:,:,:,:,:
AHREN ,:,3,:,:,3,3,6,:,:,4,3,3,3,4,:,:,:,:,4,:
AHRON ,8,6,8,:,3,6,4,6,:,4,3,4,4,:,:,3,6,:,:,:
AHSAAN ,:,:,:,:,:,3,:,:,:,:,:,:,:,:,3,:,:,3,:,:
AHSAN ,23,15,15,21,15,23,27,22,24,19,20,24,24,26,25,19,10,18,23,17
AHSANUL ,:,:,:,:,:,:,:,:,:,4,:,:,3,:,:,3,:,:,:,:
AHSEN ,:,:,:,:,:,:,3,5,3,3,:,:,4,:,:,:,:,:,:,:
AHTSHAM ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3
AHYAAN ,8,5,6,5,3,:,3,:,5,4,:,:,:,:,:,:,:,:,:,:
AHYAN ,32,22,18,21,13,14,15,14,7,13,:,:,:,:,:,:,:,:,:,:
AIDAAN ,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
AIDAN ,421,364,415,535,637,710,858,749,867,804,865,901,838,891,717,741,748,712,732,680
AIDAN-JAMES ,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
AIDAS ,3,3,:,4,:,3,4,:,:,:,:,:,:,:,:,:,:,:,:,:
AIDEN ,566,594,665,825,1077,1022,900,598,540,542,504,485,456,405,351,386,422,387,350,354
AIDEN-JAMES ,:,:,8,6,6,6,5,:,:,:,:,:,:,:,:,:,:,:,:,:
AIDEN-JAY ,:,:,4,4,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:
AIDEN-LEE ,:,:,4,3,3,:,5,:,:,:,:,:,:,:,:,:,:,:,:,:
AIDON ,:,:,:,3,:,4,3,3,:,:,:,:,5,:,:,:,3,:,3,:
AIDY ,:,3,:,:,:,:,:,3,3,:,:,:,:,:,:,:,:,:,:,:
AIDYN ,4,6,:,:,5,5,7,:,:,:,:,:,:,:,:,:,:,:,:,:
AIHAM ,:,:,:,:,:,5,:,:,:,:,:,:,:,:,:,:,:,:,:,:
