name,gender,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Samuel,F,18,17,29,21,17,24,28,14,19,32,27,27,34,25,27,26,23,20,27,29,26,38,39,33,33,37,37,40,33,47,36,44,45,63,48,64,56,63,63,37,34,27,36,40,44,29,27,23,27,22,27,32,19,25,53,26,19,16,23,20,28,6,14,14,14,12,16,16,11,10
