name,gender,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Samuel,M,5228,5476,5654,5423,5638,5533,5571,5233,5041,4959,4710,4674,4546,4522,4467,4398,4161,4232,4124,4434,4559,4407,4215,4267,4673,4621,5028,5263,5392,5684,6011,6037,6010,6200,6362,7003,7573,8573,9557,10103,10885,11229,11338,11704,12142,12432,13622,14228,13907,14032,14170,14790,14559,14662,14106,14251,13632,13352,12751,12146,11959,11340,11447,11110,10987,10853,10554,10323,9734,9237
