name,gender,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Martin,F,12,11,14,11,18,20,11,21,12,15,15,19,19,18,32,26,22,21,27,22,19,17,21,17,19,15,14,24,19,24,22,19,28,16,21,23,37,30,19,20,26,15,16,22,13,14,8,9,5,0,0,5,7,0,0,8,5,6,0,0,0,0,0,0,5,0,0,0,0,0
