name,gender,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Martin,M,4180,4601,4733,4777,4966,5068,5673,5956,5665,5348,5497,5461,5541,6071,5724,4937,4209,3831,4075,3765,3509,3019,2426,2399,2371,2164,2173,2156,2050,2019,2228,2154,2171,2174,2135,2136,2375,2403,2648,2797,3079,2893,2931,2816,2594,2395,2282,2230,2067,2036,2108,2059,1959,1887,1858,1835,1936,1881,1697,1524,1332,1316,1350,1342,1431,1341,1394,1276,1286,1244
